"","Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1163","ENSMUSG00000021416",290.05443512529,2.38555282863023,0.23275090544405,10.2493815183189,1.19103185783115e-24,2.2319302071859e-23
"1164","ENSMUSG00000032322",897.701616737492,-1.76044678459004,0.17182236214088,-10.2457372990054,1.23678285918004e-24,2.31567402345101e-23
"1165","ENSMUSG00000044894",6428.08131691718,0.699148845194863,0.0682419728843444,10.2451440901302,1.24439326260992e-24,2.32792332749533e-23
"1166","ENSMUSG00000026305",3235.5456305542,-0.614792665902181,0.0600094343346639,-10.2449335295109,1.24710573156575e-24,2.33099676790257e-23
"1167","ENSMUSG00000047617",793.833279189463,0.749497424774485,0.0731799598907457,10.2418397863766,1.28764166966705e-24,2.40470116098745e-23
"1168","ENSMUSG00000000934",455.311583197643,0.779937527181983,0.076168665665886,10.2396112674887,1.31764714581795e-24,2.45863029931134e-23
"1169","ENSMUSG00000052563",416.831596823631,1.12969995637242,0.110380902669656,10.2345598654266,1.38824972155155e-24,2.58594140440123e-23
"1170","ENSMUSG00000025020",107.016312491865,-2.43814905130256,0.238225897892681,-10.2346095570219,1.38753726096366e-24,2.58594140440123e-23
"1171","ENSMUSG00000018339",24318.6801188398,1.32733918926377,0.129712429612362,10.2329375313565,1.41171031033257e-24,2.62739662710402e-23
"1172","ENSMUSG00000021759",1401.00128091437,-0.670744500297598,0.0655580348960258,-10.23130881457,1.4356582545704e-24,2.6696873720228e-23
"1173","ENSMUSG00000020695",9167.37202528062,-1.87241925340426,0.183011920394362,-10.2311327555576,1.43827093216605e-24,2.67226570295199e-23
"1174","ENSMUSG00000031934",463.021034784874,-1.44210611470549,0.141010532065766,-10.2269390348297,1.50191636003146e-24,2.78814013207203e-23
"1175","ENSMUSG00000026123",4427.5061845681,-0.912145570810976,0.0891981996683861,-10.2260535997596,1.51570664903316e-24,2.81134559225776e-23
"1176","ENSMUSG00000026648",1350.11927857799,-1.06302273391226,0.103965399135764,-10.2247742301658,1.53585415540556e-24,2.84629298153985e-23
"1177","ENSMUSG00000044792",3699.13795398719,0.54113144166609,0.0529471555362316,10.220217425954,1.60979397351285e-24,2.98078588434486e-23
"1178","ENSMUSG00000028063",13482.4985866325,-0.783029267512966,0.0766548180341254,-10.2150039305341,1.69872263831603e-24,3.14278108484377e-23
"1179","ENSMUSG00000013089",1070.60980651204,-1.18451691175823,0.116042419240356,-10.2076199334036,1.8330600861574e-24,3.3884403322913e-23
"1180","ENSMUSG00000037217",170.195029350781,-1.67785672676886,0.16445865492868,-10.2023011649736,1.93629471256362e-24,3.57623787844165e-23
"1181","ENSMUSG00000028718",154.483923805341,-2.36724488527231,0.232098962483419,-10.1992911124772,1.99724913256441e-24,3.68569412320988e-23
"1182","ENSMUSG00000029233",1614.80988752328,-0.567523867460479,0.0556774739083008,-10.1930606333753,2.12952232532391e-24,3.92646442962008e-23
"1183","ENSMUSG00000015994",3239.90214821662,0.36072226837952,0.0353905496704966,10.1926155919595,2.13929596957607e-24,3.94115100261545e-23
"1184","ENSMUSG00000028743",1023.43779258649,0.753070429613984,0.073891694705075,10.1915436182608,2.16302060539144e-24,3.98149248934974e-23
"1185","ENSMUSG00000030335",2528.17746893475,0.58057776398351,0.0570057186502826,10.1845530190616,2.32425548568787e-24,4.27466869663134e-23
"1186","ENSMUSG00000040907",3621.5982382412,-1.49982750906458,0.147497955030037,-10.1684630729907,2.74200982131155e-24,5.03873204432243e-23
"1187","ENSMUSG00000039873",345.257552049572,-1.49026292821127,0.146648460938303,-10.1621450281585,2.92567743116403e-24,5.371711367716e-23
"1188","ENSMUSG00000028138",3889.86130543703,0.451383377192062,0.0444394422645612,10.1572691777913,3.07570550690583e-24,5.64241799810654e-23
"1189","ENSMUSG00000035642",1186.19843963059,0.919649487024668,0.0905417759903884,10.1571840950226,3.07839000475996e-24,5.64259308357768e-23
"1190","ENSMUSG00000038332",3899.70206041847,-0.89387326625402,0.088013560412539,-10.1560857447902,3.1132537974271e-24,5.70170195471648e-23
"1191","ENSMUSG00000099757",308.915535762036,-2.15166792589777,0.211890427820811,-10.1546254261064,3.1602135595116e-24,5.7828458703607e-23
"1192","ENSMUSG00000035885",15135.7853865834,0.788968814564727,0.0777047778601028,10.15341445265,3.19968672944505e-24,5.8501654850273e-23
"1193","ENSMUSG00000042642",1788.50289109233,0.620457265642047,0.0611141807383345,10.1524271150519,3.23223133251845e-24,5.90471497576757e-23
"1194","ENSMUSG00000052142",738.600069338075,-2.44489213258653,0.240821106719812,-10.1523166548316,3.23589265225302e-24,5.90645263510907e-23
"1195","ENSMUSG00000078234",11012.6332166932,1.17299326464249,0.115544472580902,10.1518769218596,3.25050883735792e-24,5.9281664938392e-23
"1196","ENSMUSG00000036570",3027.87611899281,0.811660557894357,0.0799769934092119,10.1486755539984,3.35890782718113e-24,6.12073889511585e-23
"1197","ENSMUSG00000086291",161.060705400564,-2.18501700220374,0.215304776244776,-10.1484836533289,3.3655181974093e-24,6.12766111899235e-23
"1198","ENSMUSG00000032812",6344.59472827867,-1.14775093561555,0.113115265038184,-10.146737800845,3.42625228173018e-24,6.23303357496057e-23
"1199","ENSMUSG00000037995",493.576231540801,-1.62309077194838,0.159964213420025,-10.1465867724212,3.4315569432942e-24,6.23747723287355e-23
"1200","ENSMUSG00000033220",2684.72800769233,-1.9374739973854,0.190996106434818,-10.1440497063044,3.52189379388662e-24,6.39634611199707e-23
"1201","ENSMUSG00000046756",2549.01698725575,0.617421632178437,0.0608731643986311,10.142755650671,3.56887418141361e-24,6.47627343128462e-23
"1202","ENSMUSG00000017167",582.326121904748,1.29293013530188,0.127511961720564,10.1396772338525,3.68314498181331e-24,6.67807501943755e-23
"1203","ENSMUSG00000072494",740.656184810835,0.965360175908479,0.0952149310773467,10.1387478306767,3.71835133345725e-24,6.73630498431981e-23
"1204","ENSMUSG00000046993",346.794747190248,-0.876355742534586,0.0864523485093303,-10.1368644998696,3.79071837100198e-24,6.86170400146321e-23
"1205","ENSMUSG00000099974",276.048643344806,-2.60428460850349,0.256954280353461,-10.1352061733359,3.85559356593349e-24,6.97334491086759e-23
"1206","ENSMUSG00000056973",27951.843561628,1.63753169169312,0.161715046464142,10.1260317298688,4.23488650781454e-24,7.6529947389146e-23
"1207","ENSMUSG00000046410",1336.27244003661,-1.19622033694401,0.118165793418485,-10.1232370412611,4.35760510197752e-24,7.86823907145799e-23
"1208","ENSMUSG00000052974",658.179613256311,5.55871668121425,0.549176542393089,10.1219120849401,4.41701019132246e-24,7.96890067133127e-23
"1209","ENSMUSG00000025572",2117.58975493507,-0.892905987093122,0.0882287961263709,-10.1203464888516,4.48823910710693e-24,8.09070993385347e-23
"1210","ENSMUSG00000040532",936.585842213585,0.488793077467001,0.0483037924961931,10.1191449409593,4.54367575825694e-24,8.18387351036792e-23
"1211","ENSMUSG00000036469",1002.15968950341,-2.04189253448154,0.201844676183315,-10.116157498388,4.68446628594354e-24,8.43049200956676e-23
"1212","ENSMUSG00000024590",839.814627145789,-1.33693355016234,0.132164008498108,-10.1157158091302,4.70564540679091e-24,8.46162013165025e-23
"1213","ENSMUSG00000028334",1731.15733326521,-0.645368471606672,0.0638051807414549,-10.1146719452417,4.75607665558225e-24,8.5452542977543e-23
"1214","ENSMUSG00000103174",142.587748792358,-7.53690381017678,0.745474480049765,-10.1102103584735,4.97772815370723e-24,8.93612910888758e-23
"1215","ENSMUSG00000022285",10655.2054731182,-0.416331130150638,0.0411964672593983,-10.1059910678545,5.19674374617904e-24,9.32163236248774e-23
"1216","ENSMUSG00000042225",472.884643396357,-0.929326182198286,0.0919829629510028,-10.1032425177836,5.3445224579763e-24,9.57882585930391e-23
"1217","ENSMUSG00000025815",657.757115857529,1.37294425410644,0.135931585278801,10.1002592685907,5.5096331045879e-24,9.86663466568519e-23
"1218","ENSMUSG00000051378",139.992421735729,-2.64423260897808,0.261939429098359,-10.0948246626328,5.82350510584055e-24,1.04201535530943e-22
"1219","ENSMUSG00000005374",2406.88834138103,0.591394857724493,0.0586196482615523,10.0886797390147,6.19977421612274e-24,1.10843215148629e-22
"1220","ENSMUSG00000073609",1207.15128192072,0.624221702582199,0.0618884194585469,10.086244050881,6.35549450252466e-24,1.13534137039363e-22
"1221","ENSMUSG00000030189",6264.9114076537,0.664805719200592,0.0659175150933256,10.0854183938725,6.40915527182889e-24,1.14398959864241e-22
"1222","ENSMUSG00000073568",69.1860890630651,-3.29300336689709,0.327077277368105,-10.0679674032844,7.65435698667906e-24,1.36513139253424e-22
"1223","ENSMUSG00000022010",8865.2498028589,-0.573801142408309,0.0570095323747495,-10.0650034916346,7.88845335750751e-24,1.40573141842616e-22
"1224","ENSMUSG00000046230",1418.2007541548,0.772984735009632,0.076800394843884,10.0648536583818,7.900473996781e-24,1.40672328664906e-22
"1225","ENSMUSG00000036944",428.724907518107,-1.02104884083503,0.1014616506775,-10.0633967022721,8.01831088083264e-24,1.42653932519891e-22
"1226","ENSMUSG00000028719",6032.37412341446,-0.441334229396263,0.0438656507993044,-10.0610436948826,8.21230553320223e-24,1.45986122993972e-22
"1227","ENSMUSG00000054474",672.081041745433,0.863251164607498,0.0858293426443393,10.0577627418708,8.49058703425089e-24,1.50809986817004e-22
"1228","ENSMUSG00000025314",3526.34502304205,-1.46497028913125,0.145667750861325,-10.0569294196483,8.56274183295097e-24,1.51967748784473e-22
"1229","ENSMUSG00000045312",13123.3069775273,-0.97969416429638,0.0974202285760234,-10.0563730820223,8.61125110966478e-24,1.52704317887741e-22
"1230","ENSMUSG00000024158",2162.98487845093,0.744530973150617,0.0740559525461421,10.0536276633093,8.85464952491638e-24,1.56892871338234e-22
"1231","ENSMUSG00000002763",2666.9386175141,0.70393101643109,0.0700510690712379,10.0488261744476,9.29681833165552e-24,1.64593711389196e-22
"1232","ENSMUSG00000021423",1999.45235047523,-2.2802276509802,0.226916898247795,-10.048734442378,9.30547538871378e-24,1.64613255374698e-22
"1233","ENSMUSG00000038302",558.207763619707,0.632383960580084,0.0630578100063715,10.0286381737042,1.14079115191103e-23,2.01641543915239e-22
"1234","ENSMUSG00000064043",1502.63008727136,-1.28349973337449,0.128016230491687,-10.0260703540856,1.17084027594122e-23,2.06785194277658e-22
"1235","ENSMUSG00000022437",3507.30697304399,0.582171614216861,0.0580740763136977,10.0246383786141,1.18793661143888e-23,2.09634740969222e-22
"1236","ENSMUSG00000020778",444.560360719796,-1.295092176942,0.129229713954587,-10.0216284421794,1.2246822893654e-23,2.15944383611889e-22
"1237","ENSMUSG00000027009",1834.16175669021,-2.08910659478909,0.20855896099969,-10.0168632638719,1.2851706548144e-23,2.26426913912894e-22
"1238","ENSMUSG00000012428",21315.8439326622,0.925086971943014,0.0923653981441152,10.0155143650182,1.30282430777691e-23,2.29351800999111e-22
"1239","ENSMUSG00000029776",7263.16193875514,0.763844828253615,0.0762857458443081,10.0129430445964,1.33714417519182e-23,2.35203552494999e-22
"1240","ENSMUSG00000023940",106.29176881123,-2.32184584958073,0.232094845720969,-10.0038664898751,1.46560421278475e-23,2.57591759785732e-22
"1241","ENSMUSG00000000682",2642.01626918371,-2.54188303230924,0.254234629774611,-9.9981778035617,1.55226977991275e-23,2.72604090116184e-22
"1242","ENSMUSG00000037916",5490.87315266426,0.652180734929889,0.0652646129220027,9.99286911743897,1.63771553020237e-23,2.87378198592838e-22
"1243","ENSMUSG00000009905",2173.00998263285,0.813064469317812,0.0814156947036828,9.98658148501967,1.74495960613924e-23,3.05950520162499e-22
"1244","ENSMUSG00000050103",1616.00841849305,0.835932637224085,0.083707415381527,9.98636301711166,1.74880830765422e-23,3.06378844509775e-22
"1245","ENSMUSG00000024659",38605.698457122,-0.986324104490998,0.0987953561592696,-9.98350674399036,1.79990678620424e-23,3.15077658622773e-22
"1246","ENSMUSG00000030086",1446.33920554347,0.761235889421819,0.0762531955882011,9.98300311940771,1.80906868224971e-23,3.16427310280498e-22
"1247","ENSMUSG00000019970",3084.71362134149,-1.04067808807086,0.104301137344344,-9.97762933912334,1.90974997759189e-23,3.33769775554431e-22
"1248","ENSMUSG00000034610",1272.68783685926,-0.690229420711198,0.0691964941553032,-9.97491894837998,1.96261626563749e-23,3.42734446260445e-22
"1249","ENSMUSG00000028382",5682.53348626686,-0.619486404824372,0.0621123755877769,-9.97363889180051,1.98808513257692e-23,3.4690414234893e-22
"1250","ENSMUSG00000022407",1610.39908801638,0.388277625033973,0.0389345072431915,9.97258351335296,2.00932959452066e-23,3.50330633463865e-22
"1251","ENSMUSG00000027018",907.999953669416,-0.69783431030727,0.0700145119923184,-9.96699527640544,2.1256219549806e-23,3.70310190942024e-22
"1252","ENSMUSG00000006378",76.31828660032,1.75457905533036,0.176051300483791,9.96629420236464,2.14067412764171e-23,3.7263460014236e-22
"1253","ENSMUSG00000069830",130.440305181587,-2.25090278347137,0.226016269780921,-9.95902987715521,2.30298926963531e-23,4.00569418534972e-22
"1254","ENSMUSG00000034773",86.1941198632895,-3.43235032886899,0.344692360428262,-9.95772092135864,2.33350621807344e-23,4.05553704279845e-22
"1255","ENSMUSG00000054400",562.474089063602,-1.26715275614521,0.12731687390367,-9.95274795314212,2.45314025786968e-23,4.2600588669332e-22
"1256","ENSMUSG00000025154",1780.98549711324,-2.28418332172834,0.22950855118731,-9.95249767344892,2.45931915252181e-23,4.26738866322136e-22
"1257","ENSMUSG00000026873",203.432213219726,-1.42765989666954,0.14347082884574,-9.95087230035143,2.49982299826807e-23,4.33421976326605e-22
"1258","ENSMUSG00000037341",80.7791869833381,-3.13472801353032,0.315078083371809,-9.94905129542497,2.54598689069773e-23,4.41075026199255e-22
"1259","ENSMUSG00000060090",1959.83275255876,-0.880679857352631,0.0885499976581472,-9.94556612810484,2.63670491925045e-23,4.5642849094634e-22
"1260","ENSMUSG00000042073",963.325398291847,0.890138382920367,0.0895806961052129,9.93672098590187,2.88156463520257e-23,4.98419203647658e-22
"1261","ENSMUSG00000019214",216.491656869518,-1.20989107145475,0.12179562560474,-9.93378099950137,2.96783617722232e-23,5.12934350883293e-22
"1262","ENSMUSG00000054555",4186.89831764993,-1.60234543411875,0.161366012917277,-9.92988179574208,3.08621176926538e-23,5.32970675906258e-22
"1263","ENSMUSG00000035992",2074.89142562356,-0.591046146400936,0.0595569948438762,-9.92404247310186,3.27228318620478e-23,5.64656688520562e-22
"1264","ENSMUSG00000060376",1502.28850180303,0.945900895104602,0.0953165541487056,9.92378400113878,3.28077133590373e-23,5.65673500749097e-22
"1265","ENSMUSG00000022987",243.50406837717,1.21686188724129,0.122649484398535,9.92145945992923,3.35809495153408e-23,5.78547995049279e-22
"1266","ENSMUSG00000030894",10189.9253127816,-0.634785283339305,0.0640605278079481,-9.90914850471379,3.7986975097859e-23,6.53940075262827e-22
"1267","ENSMUSG00000030057",14004.4851416022,0.336039960808553,0.0339124400346828,9.90904695931287,3.80255998264685e-23,6.54088336715119e-22
"1268","ENSMUSG00000037876",2939.07287421552,-0.773844745997023,0.0780991381956383,-9.9084927679809,3.82370832733796e-23,6.57207407618325e-22
"1269","ENSMUSG00000058835",4937.6588442086,-0.621580756919571,0.0627339930326169,-9.90819692596957,3.83504550772931e-23,6.58636578372361e-22
"1270","ENSMUSG00000005534",5116.77530859596,0.609619613605481,0.061539403023115,9.90616716539321,3.91373205971962e-23,6.71621074878185e-22
"1271","ENSMUSG00000040006",6480.19428526256,0.833389242930996,0.0841372298610509,9.90511862949735,3.95500406515653e-23,6.78169619166179e-22
"1272","ENSMUSG00000000738",3527.30717753792,0.374552350926516,0.0378160957554243,9.90457484952794,3.97657748370457e-23,6.81332780502023e-22
"1273","ENSMUSG00000039254",1663.47960799406,0.687416785841697,0.0694412193196271,9.89926145561508,4.19360392182734e-23,7.17952897661469e-22
"1274","ENSMUSG00000057054",383.971103494239,1.29966001776741,0.131351175975467,9.89454421032472,4.39608325752349e-23,7.52026989909474e-22
"1275","ENSMUSG00000057191",642.656304106293,-1.67370359403355,0.169170440762722,-9.89359362361111,4.43804228792916e-23,7.58609361750025e-22
"1276","ENSMUSG00000025911",5242.88162550665,1.05458698910887,0.106621976338202,9.89089703011834,4.55924029566376e-23,7.78715384041505e-22
"1277","ENSMUSG00000028487",409.977859945661,1.36758855319336,0.13827816710657,9.89012641554158,4.59447354363271e-23,7.84118687626713e-22
"1278","ENSMUSG00000040414",1714.29033297662,0.541995201229286,0.0548604451213954,9.87952613271652,5.10738538301447e-23,8.70973059760699e-22
"1279","ENSMUSG00000056124",2948.08660104734,-1.26453903534972,0.128051992679846,-9.87519997842833,5.33264860915609e-23,9.08676651977701e-22
"1280","ENSMUSG00000029624",922.37473184925,0.466772523222202,0.047291402652756,9.87013488793191,5.60891339862471e-23,9.55005145387711e-22
"1281","ENSMUSG00000036381",315.698929904476,-2.20015298002305,0.222940540840542,-9.86878820571587,5.68471969909072e-23,9.67156761295731e-22
"1282","ENSMUSG00000002748",6720.11834326107,0.501438192156746,0.0508134496387105,9.86821787778687,5.71712905619101e-23,9.71911939552471e-22
"1283","ENSMUSG00000026429",90.6077773315046,-2.33780620638079,0.236927235642555,-9.86719065894043,5.77596372345573e-23,9.81148506539315e-22
"1284","ENSMUSG00000024782",10168.7530667048,0.627410340224081,0.0636055329227394,9.8640843240192,5.95755283553067e-23,1.01120643689685e-21
"1285","ENSMUSG00000049526",141.120519383774,-1.68536497676476,0.17098373021504,-9.85687336827393,6.40116657511123e-23,1.08565777694922e-21
"1286","ENSMUSG00000001763",261.08808999264,-2.49507042207773,0.253203595663108,-9.85400865079917,6.5863431156434e-23,1.11619565989372e-21
"1287","ENSMUSG00000032344",270.848552965201,-1.65058731470181,0.167541922398662,-9.85178689053286,6.73360140306274e-23,1.1402650270268e-21
"1288","ENSMUSG00000020709",3216.89850396155,-1.40473069457448,0.142614434512803,-9.84984934640943,6.86467949434975e-23,1.16155919953306e-21
"1289","ENSMUSG00000048307",3108.11325022093,0.443157248079321,0.0449933519628262,9.84939393814136,6.89585343150252e-23,1.16592885714636e-21
"1290","ENSMUSG00000095041",14896.1506219025,-0.62061210743795,0.063026729553239,-9.84680804219288,7.07554071321004e-23,1.19538243646279e-21
"1291","ENSMUSG00000034361",2276.93659346232,0.704901726266878,0.0715935730950717,9.84587995532524,7.14115504966966e-23,1.20553317701395e-21
"1292","ENSMUSG00000026387",283.119688332607,1.98266233439702,0.201407382952042,9.84404000159777,7.27302302715321e-23,1.22684414747505e-21
"1293","ENSMUSG00000031432",9415.5532878857,-1.65600028611362,0.168245412840319,-9.84276633851127,7.36571448802353e-23,1.24124568440903e-21
"1294","ENSMUSG00000045658",3897.55585130418,-0.709786597465175,0.0721129187288433,-9.84271070949287,7.36978946327099e-23,1.24124568440903e-21
"1295","ENSMUSG00000000811",710.713936439718,0.88773424151095,0.0902002156263472,9.84181950504834,7.43537769695659e-23,1.2513252627604e-21
"1296","ENSMUSG00000110841",3254.64699904642,0.863857755613828,0.0877789537356806,9.84128562542532,7.47494501940701e-23,1.25701351661232e-21
"1297","ENSMUSG00000024401",141.76332754756,-2.2089632306166,0.224497404661677,-9.83959362000448,7.60172659122649e-23,1.27734795165143e-21
"1298","ENSMUSG00000039153",394.831441697973,-1.68040434053589,0.170866552579064,-9.83460083422895,7.98837599655614e-23,1.34128402518447e-21
"1299","ENSMUSG00000037224",875.080354402853,-1.57214193907043,0.159890520921075,-9.83261502942047,8.14751583601702e-23,1.36695119422752e-21
"1300","ENSMUSG00000025464",1064.86045946969,0.831091160711056,0.0845333553667676,9.83151747739309,8.2368147612746e-23,1.38087031467091e-21
"1301","ENSMUSG00000029456",680.466150267568,0.80745018319391,0.0821369631051805,9.83053369236368,8.31768046065536e-23,1.39335532636067e-21
"1302","ENSMUSG00000030726",1131.00405511253,-0.872365349702476,0.0887490838646606,-9.8295701962716,8.39764010199406e-23,1.4056694960281e-21
"1303","ENSMUSG00000056758",203.170146085333,-5.76976273006497,0.587013374737177,-9.82901408787877,8.44413687714291e-23,1.41236775978858e-21
"1304","ENSMUSG00000047126",20829.746566811,-0.475311438235218,0.0483724835162935,-9.82607060220749,8.69452206930249e-23,1.45313200903664e-21
"1305","ENSMUSG00000032846",887.568723437045,-0.965616678111599,0.0982908820257244,-9.82407175732618,8.86872820751883e-23,1.48111159045721e-21
"1306","ENSMUSG00000034216",2073.51301913573,-0.65683008834114,0.0669053793334382,-9.81729862209849,9.48512044458116e-23,1.58283855259726e-21
"1307","ENSMUSG00000057098",4680.35658450069,0.785285092181568,0.0799992312151264,9.81615798369178,9.5930179530951e-23,1.59961922930187e-21
"1308","ENSMUSG00000024645",721.258609770606,0.690302002069434,0.0703328032556574,9.81479437923453,9.72360217126744e-23,1.62015432508106e-21
"1309","ENSMUSG00000014776",1027.2189891769,1.23357945440145,0.125750188237233,9.8097622889777,1.02209047821471e-22,1.70171427671593e-21
"1310","ENSMUSG00000035539",50.7974838139189,-3.20282239338084,0.326509564748643,-9.80927586561354,1.02702903654926e-22,1.70863136050034e-21
"1311","ENSMUSG00000029922",2782.88757195507,-0.576633874880003,0.058792760452394,-9.80790611706213,1.0410630891144e-22,1.72941537828454e-21
"1312","ENSMUSG00000018752",184.58381602009,-1.13852230726958,0.11608214948892,-9.80790166517595,1.04110900996114e-22,1.72941537828454e-21
"1313","ENSMUSG00000020538",16399.9536335775,1.31473452938419,0.134097783270426,9.80429726219151,1.07895386378124e-22,1.79091549940962e-21
"1314","ENSMUSG00000001211",8906.350236638,0.545174633002655,0.0556241211676093,9.80104712773633,1.11424485878033e-22,1.84808618358132e-21
"1315","ENSMUSG00000023990",1433.52767176491,-0.812206414658335,0.0828703045469958,-9.80093435276,1.11548970274533e-22,1.84874392255755e-21
"1316","ENSMUSG00000038141",1550.90885952691,-0.643423499852336,0.0656720720744624,-9.79752091760998,1.15382667877491e-22,1.91082816392253e-21
"1317","ENSMUSG00000049624",1261.575521617,-0.702119888152246,0.0716647408498907,-9.79728496643712,1.15652437543314e-22,1.91384147594455e-21
"1318","ENSMUSG00000031984",1102.99097809439,0.578023047858399,0.0590762075515433,9.78436280551828,1.31420445296592e-22,2.17312381243849e-21
"1319","ENSMUSG00000028800",3193.96849827027,0.355713232528617,0.0363557055391899,9.78424781621066,1.31569903920469e-22,2.17394578168515e-21
"1320","ENSMUSG00000059811",3370.60636486663,0.943102278712596,0.0964465558672669,9.77849618612121,1.39264284683581e-22,2.29933774272269e-21
"1321","ENSMUSG00000057181",1244.4744162494,0.427763335735496,0.0437827366195225,9.77013701662401,1.512473855488e-22,2.49529562501933e-21
"1322","ENSMUSG00000032826",1461.10398605821,0.786189877373173,0.0804790905449079,9.7688712937738,1.53148688789812e-22,2.52475228705383e-21
"1323","ENSMUSG00000021340",340.599482567909,1.34938702217953,0.138144783372451,9.76791876781519,1.54595107305409e-22,2.54667102691919e-21
"1324","ENSMUSG00000022885",2057.08694779804,-1.15208941580704,0.117970672757556,-9.76589680195113,1.57710446629836e-22,2.59602830351258e-21
"1325","ENSMUSG00000002059",3500.46240648345,0.761353894534666,0.0779816483586939,9.76324443710974,1.61891466474576e-22,2.66283971346936e-21
"1326","ENSMUSG00000011382",5202.56049261526,0.946476905198133,0.0969825099281055,9.75925355922186,1.68390012050566e-22,2.76764096729264e-21
"1327","ENSMUSG00000048277",3692.89381263657,-0.857541505282534,0.087873575175749,-9.75880978516503,1.69128394811174e-22,2.77768216768254e-21
"1328","ENSMUSG00000020089",4268.58663740729,1.05022517628496,0.107628505439883,9.75787196888622,1.70699358904555e-22,2.80137185840804e-21
"1329","ENSMUSG00000020100",2912.02733514967,-0.670628302691389,0.068737291822339,-9.75639692679077,1.73199517960564e-22,2.84026357745111e-21
"1330","ENSMUSG00000062825",40456.8421911305,-0.710636946847892,0.0728393128139859,-9.75622805040306,1.73488061513584e-22,2.84285625009553e-21
"1331","ENSMUSG00000016239",368.292827208339,-1.02248036041408,0.104833489974036,-9.7533751921005,1.78435013367542e-22,2.92172252541864e-21
"1332","ENSMUSG00000025509",56124.7015001325,0.938466520130121,0.0962279849307289,9.75253218495315,1.79923359788914e-22,2.94388115858829e-21
"1333","ENSMUSG00000020629",1418.3390527408,0.539365757406926,0.0553903334155665,9.73754307200734,2.08535182960275e-22,3.40946419912696e-21
"1334","ENSMUSG00000042228",3611.80579316526,-1.2837599221468,0.131931088457491,-9.73053385033228,2.23417322254091e-22,3.6500428194945e-21
"1335","ENSMUSG00000107994",183.684916298673,0.87317579307288,0.0897651694378424,9.72733409340366,2.30556033660041e-22,3.76384883714377e-21
"1336","ENSMUSG00000059027",574.726174060463,1.54614303143815,0.159030294933546,9.72231757530369,2.42204925419539e-22,3.95105849146215e-21
"1337","ENSMUSG00000033065",1062.79039026558,0.87914484667985,0.0904263281042214,9.72222211286282,2.42432155495796e-22,3.95180732750589e-21
"1338","ENSMUSG00000021038",2302.18713939903,-0.722970225690919,0.0743759351758113,-9.72048585314521,2.46602000749499e-22,4.01677429322464e-21
"1339","ENSMUSG00000023832",3081.76020711523,0.974930725063755,0.10031236579598,9.71894857954621,2.50353156071984e-22,4.07482948725378e-21
"1340","ENSMUSG00000041548",5218.26602253167,1.20052190999091,0.123681888485032,9.70652958728227,2.82802233805678e-22,4.59954618176189e-21
"1341","ENSMUSG00000023169",1400.40295114477,-2.05637813232892,0.211947715295464,-9.70228968716289,2.94807217834833e-22,4.79122185346186e-21
"1342","ENSMUSG00000029366",1017.9508968425,-0.952451307054686,0.0981796132173375,-9.70111080949434,2.98233822906303e-22,4.84329950552903e-21
"1343","ENSMUSG00000003814",30658.3519365399,-0.599805687675477,0.061832581934022,-9.70047940607584,3.00085281942554e-22,4.8697383727893e-21
"1344","ENSMUSG00000020184",3074.40680835955,-0.551296314012266,0.0568361831178112,-9.69974202647506,3.02261897770221e-22,4.90141056547931e-21
"1345","ENSMUSG00000034595",4037.17017861249,-0.615686000503659,0.0634790526238307,-9.69904204702205,3.0434256840432e-22,4.93148099316265e-21
"1346","ENSMUSG00000039936",2759.85939943891,-1.77696277264485,0.183270255420184,-9.69586018511736,3.1398065212067e-22,5.08176518947712e-21
"1347","ENSMUSG00000028708",2624.66378633851,-0.570383609436552,0.0588277436781078,-9.69582672688525,3.14083587695039e-22,5.08176518947712e-21
"1348","ENSMUSG00000025289",1583.41690225706,-0.48374533455393,0.0498956255693427,-9.69514519627861,3.16187627611455e-22,5.11201272712466e-21
"1349","ENSMUSG00000049090",2781.07114038557,0.649198691116265,0.0669724854733634,9.6935134858399,3.21281936651485e-22,5.19052522415305e-21
"1350","ENSMUSG00000034560",2347.22059287989,-0.602544675515662,0.0621819053536279,-9.69003236695622,3.32423304951539e-22,5.36654333934359e-21
"1351","ENSMUSG00000054708",333.419037700129,0.67361189309717,0.0695261507538092,9.68861192218763,3.37078536438073e-22,5.43766811482706e-21
"1352","ENSMUSG00000004947",3281.8560747986,0.87763504149889,0.0905871513124581,9.688294959974,3.38126090767063e-22,5.45053256078209e-21
"1353","ENSMUSG00000026442",287.10463674457,-2.61698030175807,0.270213114403887,-9.68487524201534,3.4963513812731e-22,5.63189076152742e-21
"1354","ENSMUSG00000026839",204.396269429533,1.09252136040498,0.112809498128483,9.68465757343115,3.50380685925179e-22,5.63973166104383e-21
"1355","ENSMUSG00000092517",71.5056360563611,-3.92375354865779,0.405367467657095,-9.67949789196438,3.68521398199036e-22,5.92734712350538e-21
"1356","ENSMUSG00000027378",821.881515792139,0.815761752986288,0.0843215240630617,9.67441898199329,3.87285199336161e-22,6.22455282767869e-21
"1357","ENSMUSG00000026220",72.5997170280948,-2.62942074223018,0.271843218154793,-9.67256332557445,3.94374111028059e-22,6.333816783895e-21
"1358","ENSMUSG00000024038",4211.48373497138,0.754925802685399,0.0780791093736372,9.66872968635954,4.09428429226978e-22,6.57075345108451e-21
